content,cleaned,category,appVersion,at
Good,good,Other,19.1.8,28-09-2025 11:38
"Every time, my orders are getting delayed. There is no option to talk to a human, and the AI agent keeps giving the same response. Even after applying the 30-minute filter, the order still takes around 1 hour. Gold membership is just namesake.",every time orders getting delayed option talk human ai agent keeps giving response even applying minute filter order still takes around hour gold membership namesake,"Late Delivery, Customer Support",19.1.8,28-09-2025 11:29
"this was very worst experience, I have ordered meal,taken long period of waiting time 1 hour after supporting is telling we are cancelling this order this is how they are treating costumers this was very worst, requesting please don't choose this app for any order this was not a genuine Unfortunately, your order from Dindigul Thalappakatti — Since 1957 could not be completed and has therefore been cancelled. We apologize for any inconvenience caused and look forward to serving you again ...",worst experience ordered mealtaken long period waiting time hour supporting telling cancelling order treating costumers worst requesting please dont choose app order genuine unfortunately order dindigul thalappakatti since could completed therefore cancelled apologize inconvenience caused look forward serving,"Late Delivery, High Charges / Pricing, Customer Support",19.1.8,28-09-2025 11:27
they doesn't have proper support team if we have any concerns.,doesnt proper support team concerns,Customer Support,,28-09-2025 11:17
unable to see the review of the dish from other customers in the restaurant order page. It is difficult to find if their food is bad or not,unable see review dish customers restaurant order page difficult find food bad,Late Delivery,19.1.4,28-09-2025 11:12
am not satisfied with your service.... If the food is bad then even if you complain nothing will happen.....,satisfied service food bad even complain nothing happen,Customer Support,19.1.7,28-09-2025 11:10
zomato has removed reviews from the app . thats not good,zomato removed reviews app thats good,Other,19.1.7,28-09-2025 10:56
too much extra charges,much extra charges,Payment/Refund Issues,,28-09-2025 10:48
worst customer support ....,worst customer support,Customer Support,,28-09-2025 10:47
pathetic when comes for a resolution order of mine was of high amount and deliverd wrong order of low a amount and now denying to give refund. It's better to directly get from the restaurant,pathetic comes resolution order mine high amount deliverd wrong order low amount denying give refund better directly get restaurant,"Late Delivery, Payment/Refund Issues",19.1.7,28-09-2025 10:33
never helpful with problem solving,never helpful problem solving,Customer Support,19.1.7,28-09-2025 10:08
bad,bad,Other,19.1.7,28-09-2025 09:58
can't reach my location very bad,cant reach location bad,Other,,28-09-2025 09:39
very bad customer service for genuine issues.. spent thousands on this app still no fair resolution.,bad customer service genuine issues spent thousands app still fair resolution,Customer Support,19.0.0,28-09-2025 09:38
Fraud Hai zomato wale paisa kha late Hai order nhi dete Hai.,fraud hai zomato wale paisa kha late hai order nhi dete hai,Late Delivery,19.1.7,28-09-2025 09:37
unprofessional customer care staff and looting people by not giving refund for food order which was sent to wrong location by them,unprofessional customer care staff looting people giving refund food order sent wrong location,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.7,28-09-2025 09:35
not at all coming in the correct time and not allowed to cancel also it is very bad,coming correct time allowed cancel also bad,Late Delivery,19.1.7,28-09-2025 09:34
worst service ever... every time taking more than 1 hr to deliver my food order... it's better to change to Swiggy or order in 1 hr early,worst service ever every time taking hr deliver food order better change swiggy order hr early,"Late Delivery, Customer Support",19.1.8,28-09-2025 09:28
i order chole chawal but I got matter paneer,order chole chawal got matter paneer,"Late Delivery, Wrong/Missing Items",19.1.4,28-09-2025 09:23
late order. not direct access to the restaurant,late order direct access restaurant,Late Delivery,19.1.7,28-09-2025 09:21
you cannot view reviews anymore.,cannot view reviews anymore,Other,19.1.7,28-09-2025 09:21
Really High Charges and Additional Charges to increase your Bill. Bad Customer Services and Handling.,really high charges additional charges increase bill bad customer services handling,"Payment/Refund Issues, High Charges / Pricing, Customer Support",17.8.7,28-09-2025 09:14
"earlier zomato use to be customer centric organization but now it's utilising the trust of customer as fooling tool to make profit, now restaurants looting customers on zomato and imposing unnecessary charges and costing into billing and even after complaint against resturant zomato behave dumb n blind... giving up on this n uninstalling the app forever 👎👎👎, to cover the commission paid to Zomato restaurants selling food online totally on double or triple rates and zomato entertain this scam.",earlier zomato use customer centric organization utilising trust customer fooling tool make profit restaurants looting customers zomato imposing unnecessary charges costing billing even complaint resturant zomato behave dumb n blind giving n uninstalling app forever cover commission paid zomato restaurants selling food online totally double triple rates zomato entertain scam,"Payment/Refund Issues, High Charges / Pricing",,28-09-2025 09:13
order missing when iam contact to customer support they don't respond and they suggest contact through mail they respond in mail after 72 hour even not solve problem we provide best service next time this is zomato reply too much of irresponsible with customer money and time .,order missing iam contact customer support dont respond suggest contact mail respond mail hour even solve problem provide best service next time zomato reply much irresponsible customer money time,"Late Delivery, Payment/Refund Issues, Wrong/Missing Items, Customer Support",19.1.7,28-09-2025 09:03
looters,looters,Other,19.1.7,28-09-2025 08:56
"not that good, hike is so much",good hike much,Other,19.1.7,28-09-2025 08:44
"Initially, these people used to give free delivery or discount and now when people start doing it more, they started charging extra GST and platform fees. These apps should be closed.",initially people used give free delivery discount people start started charging extra gst platform fees apps closed,Other,19.1.7,28-09-2025 08:43
Worst I have ever seen. I had ordered something then tried to cancel due to emergency. Although I cancelled it in 1 minutes still they didn't give my money back. Not even partially.,worst ever seen ordered something tried cancel due emergency although cancelled minutes still didnt give money back even partially,"Late Delivery, Payment/Refund Issues",,28-09-2025 08:37
# boycott zomato,boycott zomato,Other,19.1.7,28-09-2025 08:04
very poor experience. your delivery bill states 300 rs. but online you have deducted 385ra. why?and why it is not shown in the bill ? this means you are unreliable. your app. does not allow pay on delivery which sounds questionable.,poor experience delivery bill states rs online deducted ra whyand shown bill means unreliable app allow pay delivery sounds questionable,Payment/Refund Issues,19.1.7,28-09-2025 07:51
fine,fine,Other,19.1.7,28-09-2025 07:40
I have to struggle a lot for my refunds :( bad experience,struggle lot refunds bad experience,Payment/Refund Issues,17.0.8,28-09-2025 07:27
"I had ordered a meal but received partial item then I contacted zomato to get a full refund or take back your order but agent was rude and she was telling that u can do whatever you want then I requested to transfer this chat to your supervisor again she denied and told me that u can do anything we don't have supervisor,I also told that lady that I am going to esclate this issue on social media but she was like u can't do anything to zomato that's why I am writing this for community to avoid zom",ordered meal received partial item contacted zomato get full refund take back order agent rude telling u whatever want requested transfer chat supervisor denied told u anything dont supervisori also told lady going esclate issue social media like u cant anything zomato thats writing community avoid zom,"Late Delivery, Payment/Refund Issues, Customer Support",,28-09-2025 07:22
fried rice large qty ordered in geetham they provide 420 gms. some will be 500gm. thry didn't mention the qty in site they deliver medium and claim we received correct qty only. don't waste hard earned money. zomato provides high rate in app than in hotel almost double. thanks am tired of thus going to Uninstall.,fried rice large qty ordered geetham provide gms gm thry didnt mention qty site deliver medium claim received correct qty dont waste hard earned money zomato provides high rate app hotel almost double thanks tired thus going uninstall,"Late Delivery, Payment/Refund Issues",19.1.7,28-09-2025 07:08
very bad aap payment ho jane k baad order cancel bhi kr dete hain zomato wale aur paisa bhi refund nhi krte bhut hi bekar aap hai,bad aap payment ho jane k baad order cancel bhi kr dete hain zomato wale aur paisa bhi refund nhi krte bhut hi bekar aap hai,"Late Delivery, Payment/Refund Issues",19.1.7,28-09-2025 06:58
case on delivery not available very bad policy,case delivery available bad policy,Other,,28-09-2025 06:50
"The app is good. But it doesn't provide any resolution if we receive cold, stale, or soggy food. Every time it says we'll tell the restaurant. But what about the money we spent on the food which we have to throw because it was unfit for consumption.",app good doesnt provide resolution receive cold stale soggy food every time says well tell restaurant money spent food throw unfit consumption,"Late Delivery, Payment/Refund Issues",19.1.7,28-09-2025 06:38
worst appp!!!!,worst appp,Other,,28-09-2025 06:33
can't read the reviews anymore,cant read reviews anymore,Other,19.1.7,28-09-2025 06:23
always delayed. now a days they are charging delivery charges and delivering multiple order at same time,always delayed days charging delivery charges delivering multiple order time,"Late Delivery, Payment/Refund Issues",,28-09-2025 06:19
Worst food anyone can receive. This happened with my last order . Zomato is keeping money off customers. They do not help any more. Last time I vomited the whole day but the company said they will share the feedback like seriously is this the way you treat your customers. First thing zomato is the platform we are using to order food and zomato should take the responsibility of the quality. If we have to talk to the restaurant directly then we will direct order from the restaurant.,worst food anyone receive happened last order zomato keeping money customers help last time vomited whole day company said share feedback like seriously way treat customers first thing zomato platform using order food zomato take responsibility quality talk restaurant directly direct order restaurant,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.7,28-09-2025 05:54
Why I have been charges cancellation fee when I cancel the order that too within 3 minutes. And you deduct cancellation fee of total amount of order. And now I am not even able to comnect with you.,charges cancellation fee cancel order within minutes deduct cancellation fee total amount order even able comnect,"Late Delivery, Payment/Refund Issues",,28-09-2025 05:45
always cold delivery,always cold delivery,Other,19.1.7,28-09-2025 05:44
fraud,fraud,Other,19.1.7,28-09-2025 05:12
"They literally send whatever they want to, and I experienced this Twice. When you try reaching out to them they ask you to mail them with the issue and you'll be replied back within just 72hrs, lol. And even that when done attracting pictures of the issue and stating everything clearly, all you recieve after a day is an apology!! like you bought that Unwanted or Unacceptable food for Free! Zomato is Horrible these days, quite literally!",literally send whatever want experienced twice try reaching ask mail issue youll replied back within hrs lol even done attracting pictures issue stating everything clearly recieve day apology like bought unwanted unacceptable food free zomato horrible days quite literally,Other,19.1.7,28-09-2025 05:03
pathetic customer service...they are not concerned about customers,pathetic customer servicethey concerned customers,Customer Support,19.1.8,28-09-2025 04:41
"bring the option where we can see the customer review with images, why has it been removed now ? what's there to hide from customers ? I have been ordering food by reading those reviews only because some bad restaurants are having good review where we fall for the scam and buy the food. So bring it back",bring option see customer review images removed whats hide customers ordering food reading reviews bad restaurants good review fall scam buy food bring back,Late Delivery,19.1.7,28-09-2025 04:32
not working,working,Other,19.1.8,28-09-2025 04:24
Not got items as ordered,got items ordered,"Late Delivery, Wrong/Missing Items",,28-09-2025 03:38
this app is not goods for refund I don't like it 😐,app goods refund dont like,Payment/Refund Issues,19.1.7,28-09-2025 03:09
lately you customer service and your restaurants have been awful. they send stale food. you give ₹40 refund and the restaurant doesn't pick up the phone I can't get hold of anyone through chat can't speak to someone. now I am out ₹130 and still hungry and then frustrated.,lately customer service restaurants awful send stale food give refund restaurant doesnt pick phone cant get hold anyone chat cant speak someone still hungry frustrated,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.7,27-09-2025 23:04
never helps customers they are only here for making money,never helps customers making money,"Payment/Refund Issues, Customer Support",,27-09-2025 22:17
worst service,worst service,Customer Support,19.1.7,27-09-2025 22:09
I ordered food but it was not delivered still it was showing delivered your support chat option is aweful only automated message no on time resolution I have to wait for 62 hrs for mail bad service u will not gonna order,ordered food delivered still showing delivered support chat option aweful automated message time resolution wait hrs mail bad service u gonna order,"Late Delivery, Customer Support",19.1.7,27-09-2025 22:06
BC not working in night my location 😞,bc working night location,Other,,27-09-2025 21:21
"I haven't received my order, and I haven't received my refund either.",havent received order havent received refund either,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 21:20
"For continuous increasing platform fees as if they are not earning through resturant commission, delivery fees, gold memberships. and for converting entire customer support to AI Bots to make more money, suing would be better for arbitrary change in policy and ignoring customer instructions.",continuous increasing platform fees earning resturant commission delivery fees gold memberships converting entire customer support ai bots make money suing would better arbitrary change policy ignoring customer instructions,"Payment/Refund Issues, Customer Support",19.1.8,27-09-2025 21:10
low experience for this app don't order anything from this app wasting of money and time and the chat support is very bad they reply in 10 to 15 mins for only one msg,low experience app dont order anything app wasting money time chat support bad reply mins one msg,"Late Delivery, Payment/Refund Issues, Customer Support",,27-09-2025 21:09
terrible customer service. insensitive to their needs.,terrible customer service insensitive needs,Customer Support,19.1.7,27-09-2025 20:55
the chicken popcorn was so soggy and the burger bun was I don't know how many days old...bad experience,chicken popcorn soggy burger bun dont know many days oldbad experience,Other,19.1.7,27-09-2025 20:49
support is shity.... rakhte hi kyu ho jab dena hi nhi h.,support shity rakhte hi kyu ho jab dena hi nhi h,Customer Support,19.1.4,27-09-2025 20:47
worst food I ever ordered through zomato,worst food ever ordered zomato,Late Delivery,,27-09-2025 20:09
"very bad experience with the Customer Service and monetary deduction system They deduct the entire payment amount if you cancel even within 3-4 minutes of ordering. they also don't provide you with the basic customer helpline. instead they have kept an automated chat system, which has only selected set of replies. even if your query does not match with their options, you can't do anything about it. I AM HIGHLY DISSATISFIED. I AM REGRETTING WHY DID I WASTE MY MONEY TO BUY THEIR GOLD Membership.",bad experience customer service monetary deduction system deduct entire payment amount cancel even within minutes ordering also dont provide basic customer helpline instead kept automated chat system selected set replies even query match options cant anything highly dissatisfied regretting waste money buy gold membership,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.7,27-09-2025 20:08
मेरे 1009 रुपए खाली है अभी तक रिफंड नहीं आए खाना भी खा लिया,,Other,19.1.7,27-09-2025 20:05
worst app no help,worst app help,Customer Support,19.1.7,27-09-2025 20:02
one of the worst customer service. they promise the delivery and they will not deliver it on time when we connect to the customer service they just disconnect the chat. SAMAY RAINA said correct that zomato hire def people and also blind. PLEASE GUYS DON'T BELIEVE IN THEIR CUSTOMER SERVICE TEAM.,one worst customer service promise delivery deliver time connect customer service disconnect chat samay raina said correct zomato hire def people also blind please guys dont believe customer service team,"Late Delivery, Customer Support",,27-09-2025 20:02
Abysmal customer service! Twice my orders were delayed by over 1.5 hours and yet the chatbot would refuse to connect me to a customer service executive. Ultimately had to cancel the order either because the restaurant partner had cancelled it long back or the delivery partner did not pick up the order. Their AI chatbot is useless!,abysmal customer service twice orders delayed hours yet chatbot would refuse connect customer service executive ultimately cancel order either restaurant partner cancelled long back delivery partner pick order ai chatbot useless,"Late Delivery, Customer Support",19.1.7,27-09-2025 19:53
good,good,Other,19.1.4,27-09-2025 19:40
very Nice,nice,Other,19.1.7,27-09-2025 19:25
Not a good service provider,good service provider,"Late Delivery, Customer Support",17.8.6,27-09-2025 19:21
"worst service , they have taken 100% amount aa a cancellation charges, i have cancelled the order due to expexted delivery was incresing and no one is assigning for delivery, i have waited arroundly 45 minutes, so i have relaised and cancelled the order, they have charged 1180(100%) as a cancellation charges, even this app doesn't have any customer support number ,only AI chat bot is there. boycutt this app guys....",worst service taken amount aa cancellation charges cancelled order due expexted delivery incresing one assigning delivery waited arroundly minutes relaised cancelled order charged cancellation charges even app doesnt customer support number ai chat bot boycutt app guys,"Late Delivery, Payment/Refund Issues, Customer Support",,27-09-2025 19:18
worst application and worst chatbot service.,worst application worst chatbot service,Customer Support,,27-09-2025 19:17
wonderful,wonderful,Late Delivery,19.1.7,27-09-2025 18:28
very bad experience coupons are fake🍌,bad experience coupons fake,Other,,27-09-2025 18:18
These guys are adding new new charges to their payment methods Why should someone give this app 10rs as a platform fee? They charge surge fee most of the times even if it's not raining. Delivery charges and other charges are way too high. Once payment is done and food preparation is started you cannot cancel the order as you get zero refund. Total waste of time and money! I don't want to give 1 star also but since its the lowest I am rating it 1.,guys adding new new charges payment methods someone give app rs platform fee charge surge fee times even raining delivery charges charges way high payment done food preparation started cannot cancel order get zero refund total waste time money dont want give star also since lowest rating,"Late Delivery, Payment/Refund Issues",19.1.4,27-09-2025 18:17
always clubs 2 orders order comes very late better to order from another apps,always clubs orders order comes late better order another apps,Late Delivery,19.1.8,27-09-2025 18:13
Food not delivered even after 2 hours. when raised a complaint they told food will be delivered in 10 mins . Food never arrived but the order closed stating food delivered and complaint also closed. they took my money and no food delivered ! no proper investigation done by zomato ! Chor hai sab !,food delivered even hours raised complaint told food delivered mins food never arrived order closed stating food delivered complaint also closed took money food delivered proper investigation done zomato chor hai sab,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 18:05
Ok,ok,Other,,27-09-2025 18:03
i have ordered many times and it's so late...1 hour is required...and there is no option to complain,ordered many times late hour requiredand option complain,Late Delivery,19.1.7,27-09-2025 17:59
one of the worst support. they ask for an image of the food item you ordered and discard the chat by saying the image is not clear. Swiggy is much better.,one worst support ask image food item ordered discard chat saying image clear swiggy much better,"Late Delivery, Customer Support",19.1.7,27-09-2025 17:44
"As the days are passing the Zomato service getting worser. no ownership of customer service , order is delaying may times. started telling lies also.",days passing zomato service getting worser ownership customer service order delaying may times started telling lies also,"Late Delivery, Customer Support",19.1.7,27-09-2025 17:40
main sabse kahta Hun ki Zomato se bilkul bhi order na Karen kyunki yah aap adress Sahi daloge yah do niche ka line bigaad kar ja aapka jo bhi aap order doge usko doosri jagah pahuncha denge dis ise bed experience Zomato aap sabse,main sabse kahta hun ki zomato se bilkul bhi order na karen kyunki yah aap adress sahi daloge yah niche ka line bigaad kar ja aapka jo bhi aap order doge usko doosri jagah pahuncha denge dis ise bed experience zomato aap sabse,Late Delivery,19.1.7,27-09-2025 17:38
worst no customer support please don't order on this aap there is no customer support to for order,worst customer support please dont order aap customer support order,"Late Delivery, Customer Support",,27-09-2025 17:35
cash on delivery not available,cash delivery available,Other,19.1.7,27-09-2025 17:32
very bad service and froud company i have booked one by get one free pizza i have only one pizza and delivery charge very high this is froud company and cheater.,bad service froud company booked one get one free pizza one pizza delivery charge high froud company cheater,"Payment/Refund Issues, Customer Support",19.1.7,27-09-2025 17:29
"Worst experience with Zomato, now they started group order delivery which means orders are getting spoiled",worst experience zomato started group order delivery means orders getting spoiled,Late Delivery,19.1.8,27-09-2025 17:12
bad experience,bad experience,Other,19.1.4,27-09-2025 16:58
"got scammed 2-3 times from the same outlet just under different name, only after placing the order when they showed the location i could make out it's the same place,and I had no way to contact them either, only options were to wait for the order or cancel, horrible customer support, literally non existent, very bad",got scammed times outlet different name placing order showed location could make placeand way contact either options wait order cancel horrible customer support literally non existent bad,"Late Delivery, Wrong/Missing Items, Customer Support",,27-09-2025 16:57
useless app.,useless app,Other,19.1.8,27-09-2025 16:40
customer care don't help,customer care dont help,Customer Support,19.1.8,27-09-2025 16:31
fake all about money waste of time and money,fake money waste time money,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 16:30
inform within 30 sec but cancellation not accepted. very bad 😔,inform within sec cancellation accepted bad,Other,19.1.8,27-09-2025 16:27
"maha ghatia service, Poor and ghatia app",maha ghatia service poor ghatia app,Customer Support,,27-09-2025 16:26
service has gone worst. now they are not even listening to customers. they simply disconnect calls and end chat,service gone worst even listening customers simply disconnect calls end chat,Customer Support,19.1.4,27-09-2025 16:18
I hate because of multiple deliveries and when food arrives it is too cold. It's best to call restaurant for order packing and use rapido for delivery. Food is cheaper at restaurant than zomato. If we add both it is still cheaper than zomato,hate multiple deliveries food arrives cold best call restaurant order packing use rapido delivery food cheaper restaurant zomato add still cheaper zomato,Late Delivery,19.1.7,27-09-2025 16:15
Guys I wanna WARN yall. BEWARE of Zomato's 150Rs. Discount Scam. We ordered food and guess what the Fried rice was not having the restaurants branding and the rice was given in a reheatable microwave box. i ordered from Meraki and they have their boxes branded. first I thought it's the restaurants fault but NO. Zomato is scamming people using this please spread the word and save the society from these coupon scams. If I could post an image I would have shown the box. BEWARE GUYS. SAVE YOUR MONEY,guys wanna warn yall beware zomatos rs discount scam ordered food guess fried rice restaurants branding rice given reheatable microwave box ordered meraki boxes branded first thought restaurants fault zomato scamming people using please spread word save society coupon scams could post image would shown box beware guys save money,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 16:10
worst worst worst.,worst worst worst,Other,19.1.7,27-09-2025 15:54
"surprised Zomato did not delivered but eat sure, coupon code didn't applied and they charged us regular price, really disappointed 😞 they charged me 90 repees extra, wow, I m not going to order from Zomato now",surprised zomato delivered eat sure coupon code didnt applied charged us regular price really disappointed charged repees extra wow going order zomato,"Late Delivery, Payment/Refund Issues, High Charges / Pricing",19.1.7,27-09-2025 15:53
never on time,never time,Late Delivery,19.1.7,27-09-2025 15:50
pathetic support provided by customer executive,pathetic support provided customer executive,Customer Support,19.1.7,27-09-2025 15:48
awesome,awesome,Other,19.1.7,27-09-2025 15:47
Mere order ka mujhe refund nahi Mila. 07/02/25 ka hai abhi tak reply nhi Kiya.,mere order ka mujhe refund nahi mila ka hai abhi tak reply nhi kiya,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 15:45
Restaurants selling Beef or pork should be mentioned clearly.,restaurants selling beef pork mentioned clearly,Other,19.1.7,27-09-2025 15:38
"once you place you order they would group it with others delivery orders and would always delay your order. Third class service, switching on swiggy",place order would group others delivery orders would always delay order third class service switching swiggy,"Late Delivery, Customer Support",19.1.8,27-09-2025 15:38
It's getting worse day-by-day!,getting worse daybyday,Other,,27-09-2025 15:29
"I’m giving 3 stars because my experience with Zomato hasn’t been that good. It’s been more than a year since my COD option got disabled without any reason. I never canceled orders or broke any policy, but still, it’s restricted. I’ve mailed support 10+ times during this period, but every time I got the same repeated replies like “do more orders,” “system problem,” or “this issue is happening to limited customers.”",im giving stars experience zomato hasnt good year since cod option got disabled without reason never canceled orders broke policy still restricted ive mailed support times period every time got repeated replies like orders system problem issue happening limited customers,"Late Delivery, Wrong/Missing Items, Customer Support",,27-09-2025 15:28
worst customer service the cancel the order as per their widh and wastes our time..,worst customer service cancel order per widh wastes time,"Late Delivery, Customer Support",19.1.7,27-09-2025 15:20
literally too slow .... every time they show 20mins delivery but after make a order the time has automatically increased or time counting is slow. I'm not telling I need my food fast delivery...I mean it doesn't scam with customers at the wrong time counting.,literally slow every time show mins delivery make order time automatically increased time counting slow im telling need food fast deliveryi mean doesnt scam customers wrong time counting,Late Delivery,18.7.5,27-09-2025 14:59
faltu ka tax lagake extra 2x rs charge karte hai worst app ever,faltu ka tax lagake extra x rs charge karte hai worst app ever,Payment/Refund Issues,19.1.8,27-09-2025 14:52
"My orders are frequently delayed, and I also notice that during Hindu festivals, delivery is often assigned to non-Hindu staff. I would request that, at least on such occasions, delivery assignments be made with sensitivity towards Hindu customers’ religious sentiments. Kindly ensure timely and respectful service. as there are many cases reported, they split on food to destroy hindu belief and religion",orders frequently delayed also notice hindu festivals delivery often assigned nonhindu staff would request least occasions delivery assignments made sensitivity towards hindu customers religious sentiments kindly ensure timely respectful service many cases reported split food destroy hindu belief religion,"Late Delivery, Customer Support",19.1.8,27-09-2025 14:49
"I can't see reviews anymore, if you guys have removed it then it's really a downgrade. I used zomato because it have me options to check what others are reviewing which is gone now. Really really bad update 😕",cant see reviews anymore guys removed really downgrade used zomato options check others reviewing gone really really bad update,Other,19.1.7,27-09-2025 14:43
I mistakenly cancel my order and it doesn't not give refund and say 0 refund,mistakenly cancel order doesnt give refund say refund,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 14:43
exc,exc,Other,19.0.7,27-09-2025 14:36
pathetic customer care . they depute child labour to deliver the food . administration should take action against them .had a very bad experience once again,pathetic customer care depute child labour deliver food administration take action bad experience,Customer Support,19.1.7,27-09-2025 14:33
This application is increasing its platform fee charges slowly. and also extra charges like packing charge and gst on food which we donot have to pay if we go in person. so now food is becoming more costly on zomato. so do not want order from this application anymore.,application increasing platform fee charges slowly also extra charges like packing charge gst food donot pay go person food becoming costly zomato want order application anymore,"Late Delivery, Payment/Refund Issues, High Charges / Pricing",19.1.7,27-09-2025 14:23
"Assign only hindu person as delivery partner. how can a muslim can deliver hindus, they are non vegetarian. Such poor service in the service industry. Why we need to give 1 star there should be option of 0 star. His delivery partner is not well taking multiple orders at the same time! They are not responsible.. today another incident occurred making people fool stop responding chat bot. if we ask cancellation charges full amount and when they are delayed ordering no compensation for your time.",assign hindu person delivery partner muslim deliver hindus non vegetarian poor service service industry need give star option star delivery partner well taking multiple orders time responsible today another incident occurred making people fool stop responding chat bot ask cancellation charges full amount delayed ordering compensation time,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.4,27-09-2025 14:08
Third class app with third class policies. I cancelled my order just 2 minutes after ordering and the whole amount was charged as a cancellation fee.,third class app third class policies cancelled order minutes ordering whole amount charged cancellation fee,"Late Delivery, Payment/Refund Issues",,27-09-2025 14:05
Worst experience got today some showing offers not working this is changing i am sending proofs,worst experience got today showing offers working changing sending proofs,Wrong/Missing Items,19.1.7,27-09-2025 13:56
the scam app they always late your order if you are gold members and they always show a low time and take more time it's totally scam app they tell us we give a support if your come with spillage and any other mess but if your sabji and Dal mix with each other they say it's normal sir we can't support you.,scam app always late order gold members always show low time take time totally scam app tell us give support come spillage mess sabji dal mix say normal sir cant support,"Late Delivery, Customer Support",18.9.1,27-09-2025 13:41
why is the review section disabled in the new updated version?,review section disabled new updated version,Other,,27-09-2025 13:40
4.Basheer teqew,basheer teqew,Other,19.1.4,27-09-2025 13:31
"it is becoming worst, they are not at all taking care and listening if we got too much less quantity if we try and try we can finally talk with customer care people but they are very rude planning to avoid Zomato actually I'm gold member but their response is worst",becoming worst taking care listening got much less quantity try try finally talk customer care people rude planning avoid zomato actually im gold member response worst,"Wrong/Missing Items, Customer Support",19.1.7.1,27-09-2025 13:21
very bad aap,bad aap,Other,17.1.7,27-09-2025 12:58
bakwaas,bakwaas,Other,19.1.0,27-09-2025 12:55
not upto the mark they don't care whether food delivered is right or not u cannot interact with them since customer support is being handled by bot . they told we will Take it as feedback and my Money got wasted . zomato is insane now u cannot connect to anyone sadly no support emails nothing,upto mark dont care whether food delivered right u cannot interact since customer support handled bot told take feedback money got wasted zomato insane u cannot connect anyone sadly support emails nothing,"Payment/Refund Issues, Wrong/Missing Items, Customer Support",19.1.7,27-09-2025 12:36
"trash and greedy algorithm, always increases prices and taxes, as if they're running the whole economy, have some shame",trash greedy algorithm always increases prices taxes theyre running whole economy shame,High Charges / Pricing,19.1.7,27-09-2025 12:23
"To be honest, I will not recommend buying food online especially from this app. The customer service is unresponsive and usless. The price of the food is unreasonable with offer scams. I ordered food in this app but end up losing appetit for the purchase I made. For that reason I even mailed the issue, which they haven't responded till now. So, if anyone intend to order food, please don't waste your precious money on its unnecessary scams. It's not worth it.",honest recommend buying food online especially app customer service unresponsive usless price food unreasonable offer scams ordered food app end losing appetit purchase made reason even mailed issue havent responded till anyone intend order food please dont waste precious money unnecessary scams worth,"Late Delivery, Payment/Refund Issues, High Charges / Pricing, Customer Support",,27-09-2025 12:18
too much dirty service.....paise refund nhi krte h order cancel hone k baad bhi.....,much dirty servicepaise refund nhi krte h order cancel hone k baad bhi,"Late Delivery, Payment/Refund Issues, Customer Support",,27-09-2025 12:12
too much bad experience..... delivary partner taking too much time....nd when u cancel ur order they didn't refund ur money....use another app,much bad experience delivary partner taking much timend u cancel ur order didnt refund ur moneyuse another app,"Late Delivery, Payment/Refund Issues",19.1.7,27-09-2025 11:59
very slow service and high delivery charges.,slow service high delivery charges,"Late Delivery, Payment/Refund Issues, Customer Support",19.1.4,27-09-2025 11:57
I paid 350 for 2 plate kulcha with 2 rasmalai addon I didn't receive rasmalai matar kulcha had too much salt why zomato charge money if they can't provide proper resolution they should be also held accountable if we have availed service through them they should also provide proper resolution and agent ended chat,paid plate kulcha rasmalai addon didnt receive rasmalai matar kulcha much salt zomato charge money cant provide proper resolution also held accountable availed service also provide proper resolution agent ended chat,"Late Delivery, Payment/Refund Issues, Customer Support",,27-09-2025 11:56
VERY VERY SLOW DELIVERY. THE FOOD DELIVERED IS COLD & ICECREAM IS LIKE CURD DUE TO DELAYED DELIVERY.,slow delivery food delivered cold icecream like curd due delayed delivery,Late Delivery,,27-09-2025 11:46
I give this app no star what there is no option..... Very bad experience worst app.. Swiggy is better than zomato.. Zomato never refund me back. if we pay them at fixed time. So why not they pay us at the fixed time,give app star option bad experience worst app swiggy better zomato zomato never refund back pay fixed time pay us fixed time,"Late Delivery, Payment/Refund Issues",,27-09-2025 11:45
Very Bad. Chor Company,bad chor company,Other,19.1.4,27-09-2025 11:30
worst app ever,worst app ever,Other,19.1.7,27-09-2025 11:23
"worst app ever, I have ordered food and it was showing it will deliver food in 30 minutes and I had to get the order and leave from home, they didn't show up for 50 minutes, and on the application it showed 20 minutes more delayed due to rain. however it was not raining. i decided to cancel the order since nobody is at home. they wanted to charge me entire payment as a penalty fee. worst service",worst app ever ordered food showing deliver food minutes get order leave home didnt show minutes application showed minutes delayed due rain however raining decided cancel order since nobody home wanted charge entire payment penalty fee worst service,"Late Delivery, Payment/Refund Issues, Customer Support",,27-09-2025 11:22
